Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2014,Allegany - Limestone Central S,330120,Allegany,Cattaraugus,14706,32,<4,9,<4,17,"Allegany 147069627, NY
(42.13370020100007, -78.50222091299997)"
Fall 2013,Allegany - Limestone Central S,330120,Allegany,Cattaraugus,14706,42,6,6,7,23,"Allegany 147069627, NY
(42.13370020100007, -78.50222091299997)"
Fall 2012,Allegany - Limestone Central S,330120,Allegany,Cattaraugus,14706,41,<4,6,<4,31,"Allegany 147069627, NY
(42.13370020100007, -78.50222091299997)"
Fall 2011,Allegany - Limestone Central S,330120,Allegany,Cattaraugus,14706,41,<4,10,6,22,"Allegany 147069627, NY
(42.13370020100007, -78.50222091299997)"
Fall 2010,Allegany - Limestone Central S,330120,Allegany,Cattaraugus,14706,38,4,7,5,22,"Allegany 147069627, NY
(42.13370020100007, -78.50222091299997)"
Fall 2017,Belfast Central School,330375,Belfast,Allegany,14711,11,<4,<4,6,<4,"Belfast, NY 14711
(42.335519557000055, -78.12156637499999)"
Fall 2016,Belfast Central School,330375,Belfast,Allegany,14711,10,<4,0,5,4,"Belfast, NY 14711
(42.335519557000055, -78.12156637499999)"
Fall 2015,Belfast Central School,330375,Belfast,Allegany,14711,13,0,6,4,<4,"Belfast, NY 14711
(42.335519557000055, -78.12156637499999)"
Fall 2014,Belfast Central School,330375,Belfast,Allegany,14711,8,0,0,<4,5,"Belfast, NY 14711
(42.335519557000055, -78.12156637499999)"
Fall 2013,Belfast Central School,330375,Belfast,Allegany,14711,17,0,<4,5,11,"Belfast, NY 14711
(42.335519557000055, -78.12156637499999)"
Fall 2012,Belfast Central School,330375,Belfast,Allegany,14711,13,0,0,4,9,"Belfast, NY 14711
(42.335519557000055, -78.12156637499999)"
Fall 2011,Belfast Central School,330375,Belfast,Allegany,14711,14,0,<4,<4,11,"Belfast, NY 14711
(42.335519557000055, -78.12156637499999)"
Fall 2010,Belfast Central School,330375,Belfast,Allegany,14711,22,0,<4,5,15,"Belfast, NY 14711
(42.335519557000055, -78.12156637499999)"
Fall 2017,Maple Grove Jr  Sr High School,330400,Bemus Point,Chautauqua,14712,24,<4,<4,<4,19,"Bemus Point, NY 14712
(42.165655912000034, -79.37177653299995)"
Fall 2016,Maple Grove Jr  Sr High School,330400,Bemus Point,Chautauqua,14712,24,6,4,0,14,"Bemus Point, NY 14712
(42.165655912000034, -79.37177653299995)"
Fall 2015,Maple Grove Jr  Sr High School,330400,Bemus Point,Chautauqua,14712,25,<4,<4,<4,20,"Bemus Point, NY 14712
(42.165655912000034, -79.37177653299995)"
Fall 2014,Maple Grove Jr  Sr High School,330400,Bemus Point,Chautauqua,14712,24,5,<4,<4,17,"Bemus Point, NY 14712
(42.165655912000034, -79.37177653299995)"
Fall 2013,Maple Grove Jr  Sr High School,330400,Bemus Point,Chautauqua,14712,36,0,6,<4,28,"Bemus Point, NY 14712
(42.165655912000034, -79.37177653299995)"
Fall 2012,Maple Grove Jr  Sr High School,330400,Bemus Point,Chautauqua,14712,38,0,5,<4,32,"Bemus Point, NY 14712
(42.165655912000034, -79.37177653299995)"
Fall 2011,Maple Grove Jr  Sr High School,330400,Bemus Point,Chautauqua,14712,29,0,4,0,25,"Bemus Point, NY 14712
(42.165655912000034, -79.37177653299995)"
Fall 2010,Maple Grove Jr  Sr High School,330400,Bemus Point,Chautauqua,14712,37,<4,5,<4,27,"Bemus Point, NY 14712
(42.165655912000034, -79.37177653299995)"
Fall 2017,Bolivar - Richburg Central Sch,330455,Bolivar,Allegany,14715,29,<4,<4,8,16,"Bolivar, NY 14715
(42.06696780200008, -78.15865968699995)"
Fall 2016,Bolivar - Richburg Central Sch,330455,Bolivar,Allegany,14715,29,0,0,8,21,"Bolivar, NY 14715
(42.06696780200008, -78.15865968699995)"
Fall 2015,Bolivar - Richburg Central Sch,330455,Bolivar,Allegany,14715,22,<4,<4,4,13,"Bolivar, NY 14715
(42.06696780200008, -78.15865968699995)"
Fall 2014,Bolivar - Richburg Central Sch,330455,Bolivar,Allegany,14715,40,<4,<4,14,24,"Bolivar, NY 14715
(42.06696780200008, -78.15865968699995)"
Fall 2013,Bolivar - Richburg Central Sch,330455,Bolivar,Allegany,14715,24,0,<4,<4,19,"Bolivar, NY 14715
(42.06696780200008, -78.15865968699995)"
Fall 2012,Bolivar - Richburg Central Sch,330455,Bolivar,Allegany,14715,32,0,<4,10,20,"Bolivar, NY 14715
(42.06696780200008, -78.15865968699995)"
Fall 2011,Bolivar - Richburg Central Sch,330455,Bolivar,Allegany,14715,36,0,<4,11,23,"Bolivar, NY 14715
(42.06696780200008, -78.15865968699995)"
Fall 2010,Bolivar - Richburg Central Sch,330455,Bolivar,Allegany,14715,40,<4,5,12,22,"Bolivar, NY 14715
(42.06696780200008, -78.15865968699995)"
Fall 2017,Brocton Central School,330530,Brocton,Chautauqua,14716,15,0,4,0,11,"Brocton 147169779, NY
(42.41468123000004, -79.44667093299995)"
Fall 2016,Brocton Central School,330530,Brocton,Chautauqua,14716,23,<4,8,<4,11,"Brocton 147169779, NY
(42.41468123000004, -79.44667093299995)"
Fall 2015,Brocton Central School,330530,Brocton,Chautauqua,14716,27,<4,8,<4,17,"Brocton 147169779, NY
(42.41468123000004, -79.44667093299995)"
Fall 2014,Brocton Central School,330530,Brocton,Chautauqua,14716,18,0,7,<4,10,"Brocton 147169779, NY
(42.41468123000004, -79.44667093299995)"
Fall 2013,Brocton Central School,330530,Brocton,Chautauqua,14716,24,0,<4,<4,18,"Brocton 147169779, NY
(42.41468123000004, -79.44667093299995)"
Fall 2012,Brocton Central School,330530,Brocton,Chautauqua,14716,28,0,<4,0,25,"Brocton 147169779, NY
(42.41468123000004, -79.44667093299995)"
Fall 2011,Brocton Central School,330530,Brocton,Chautauqua,14716,28,<4,7,<4,19,"Brocton 147169779, NY
(42.41468123000004, -79.44667093299995)"
Fall 2010,Brocton Central School,330530,Brocton,Chautauqua,14716,29,<4,<4,<4,22,"Brocton 147169779, NY
(42.41468123000004, -79.44667093299995)"
Fall 2017,Cattaraugus - Little Valley Ce,331275,Cattaraugus,Cattaraugus,14719,40,<4,9,5,25,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2016,Cattaraugus - Little Valley Ce,331275,Cattaraugus,Cattaraugus,14719,18,<4,4,4,9,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2015,Cattaraugus - Little Valley Ce,331275,Cattaraugus,Cattaraugus,14719,20,4,<4,4,10,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2014,Cattaraugus - Little Valley Ce,331275,Cattaraugus,Cattaraugus,14719,33,0,6,<4,25,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2013,Cattaraugus - Little Valley Ce,331275,Cattaraugus,Cattaraugus,14719,30,0,<4,5,23,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2012,Cattaraugus - Little Valley Ce,331275,Cattaraugus,Cattaraugus,14719,28,<4,5,0,22,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2011,Cattaraugus - Little Valley Ce,331275,Cattaraugus,Cattaraugus,14719,33,0,<4,<4,27,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2010,Cattaraugus - Little Valley Ce,331275,Cattaraugus,Cattaraugus,14719,27,0,4,<4,20,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2010,Cattaraugus Christian School,331277,Cattaraugus,Cattaraugus,14719,<4,0,0,0,<4,"Cattaraugus, NY 14719
(42.3392509999999, -78.8773249999999)"
Fall 2017,Cattaraugus-Little Valley Cent,332845,Cattaraugus,Cattaraugus,14719,<4,0,0,0,<4,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2014,Cattaraugus-Little Valley Cent,332845,Cattaraugus,Cattaraugus,14719,<4,0,0,<4,0,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2013,Cattaraugus-Little Valley Cent,332845,Cattaraugus,Cattaraugus,14719,<4,0,0,0,<4,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2010,Cattaraugus-Little Valley Cent,332845,Cattaraugus,Cattaraugus,14719,<4,0,0,0,<4,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2017,Clymer Central School,331410,Clymer,Chautauqua,14724,14,0,4,0,10,"Clymer 147240580, NY
(42.02083023700004, -79.62887619399999)"
Fall 2016,Clymer Central School,331410,Clymer,Chautauqua,14724,4,0,<4,<4,<4,"Clymer 147240580, NY
(42.02083023700004, -79.62887619399999)"
Fall 2015,Clymer Central School,331410,Clymer,Chautauqua,14724,10,0,<4,<4,8,"Clymer 147240580, NY
(42.02083023700004, -79.62887619399999)"
Fall 2014,Clymer Central School,331410,Clymer,Chautauqua,14724,11,0,0,<4,10,"Clymer 147240580, NY
(42.02083023700004, -79.62887619399999)"
Fall 2013,Clymer Central School,331410,Clymer,Chautauqua,14724,14,0,<4,<4,9,"Clymer 147240580, NY
(42.02083023700004, -79.62887619399999)"
Fall 2012,Clymer Central School,331410,Clymer,Chautauqua,14724,12,<4,<4,0,9,"Clymer 147240580, NY
(42.02083023700004, -79.62887619399999)"
Fall 2011,Clymer Central School,331410,Clymer,Chautauqua,14724,10,0,0,<4,8,"Clymer 147240580, NY
(42.02083023700004, -79.62887619399999)"
Fall 2010,Clymer Central School,331410,Clymer,Chautauqua,14724,13,0,<4,<4,8,"Clymer 147240580, NY
(42.02083023700004, -79.62887619399999)"
Fall 2017,Cuba - Rushford Central School,331560,Cuba,Allegany,14727,27,0,4,8,15,"Cuba, NY 14727
(42.21265583700006, -78.28657664899998)"
Fall 2016,Cuba - Rushford Central School,331560,Cuba,Allegany,14727,20,<4,<4,<4,14,"Cuba, NY 14727
(42.21265583700006, -78.28657664899998)"
Fall 2015,Cuba - Rushford Central School,331560,Cuba,Allegany,14727,31,<4,6,7,17,"Cuba, NY 14727
(42.21265583700006, -78.28657664899998)"
Fall 2014,Cuba - Rushford Central School,331560,Cuba,Allegany,14727,32,0,5,6,21,"Cuba, NY 14727
(42.21265583700006, -78.28657664899998)"
Fall 2013,Cuba - Rushford Central School,331560,Cuba,Allegany,14727,35,0,<4,13,21,"Cuba, NY 14727
(42.21265583700006, -78.28657664899998)"
Fall 2012,Cuba - Rushford Central School,331560,Cuba,Allegany,14727,49,<4,5,9,33,"Cuba, NY 14727
(42.21265583700006, -78.28657664899998)"
Fall 2011,Cuba - Rushford Central School,331560,Cuba,Allegany,14727,30,0,7,4,19,"Cuba, NY 14727
(42.21265583700006, -78.28657664899998)"
Fall 2010,Cuba - Rushford Central School,331560,Cuba,Allegany,14727,34,<4,<4,10,19,"Cuba, NY 14727
(42.21265583700006, -78.28657664899998)"
Fall 2017,Ellicottville Central School,331805,Ellicottville,Cattaraugus,14731,20,4,<4,7,6,"Ellicottville 147319719, NY
(42.253430508000065, -78.64977049499998)"
Fall 2016,Ellicottville Central School,331805,Ellicottville,Cattaraugus,14731,18,<4,5,4,7,"Ellicottville 147319719, NY
(42.253430508000065, -78.64977049499998)"
Fall 2015,Ellicottville Central School,331805,Ellicottville,Cattaraugus,14731,16,0,5,4,7,"Ellicottville 147319719, NY
(42.253430508000065, -78.64977049499998)"
Fall 2014,Ellicottville Central School,331805,Ellicottville,Cattaraugus,14731,37,5,8,5,19,"Ellicottville 147319719, NY
(42.253430508000065, -78.64977049499998)"
Fall 2013,Ellicottville Central School,331805,Ellicottville,Cattaraugus,14731,17,0,4,<4,10,"Ellicottville 147319719, NY
(42.253430508000065, -78.64977049499998)"
Fall 2012,Ellicottville Central School,331805,Ellicottville,Cattaraugus,14731,18,0,<4,4,12,"Ellicottville 147319719, NY
(42.253430508000065, -78.64977049499998)"
Fall 2011,Ellicottville Central School,331805,Ellicottville,Cattaraugus,14731,21,0,<4,<4,19,"Ellicottville 147319719, NY
(42.253430508000065, -78.64977049499998)"
Fall 2010,Ellicottville Central School,331805,Ellicottville,Cattaraugus,14731,25,<4,5,<4,15,"Ellicottville 147319719, NY
(42.253430508000065, -78.64977049499998)"
Fall 2017,Falconer Middle Senior High Sc,331875,Falconer,Chautauqua,14733,35,<4,6,<4,27,"Falconer, NY 14733
(42.12361798400008, -79.19301866099994)"
Fall 2016,Falconer Middle Senior High Sc,331875,Falconer,Chautauqua,14733,44,0,<4,<4,39,"Falconer, NY 14733
(42.12361798400008, -79.19301866099994)"
Fall 2015,Falconer Middle Senior Hs,331875,Falconer,Chautauqua,14733,49,<4,8,4,36,"Falconer, NY 14733
(42.12361798400008, -79.19301866099994)"
Fall 2014,Falconer Middle Senior Hs,331875,Falconer,Chautauqua,14733,52,<4,5,<4,43,"Falconer, NY 14733
(42.12361798400008, -79.19301866099994)"
Fall 2013,Falconer Middle Senior Hs,331875,Falconer,Chautauqua,14733,58,<4,4,6,46,"Falconer, NY 14733
(42.12361798400008, -79.19301866099994)"
Fall 2012,Falconer Middle Senior Hs,331875,Falconer,Chautauqua,14733,52,0,<4,<4,47,"Falconer, NY 14733
(42.12361798400008, -79.19301866099994)"
Fall 2011,Falconer Middle Senior Hs,331875,Falconer,Chautauqua,14733,53,<4,9,6,36,"Falconer, NY 14733
(42.12361798400008, -79.19301866099994)"
Fall 2010,Falconer Middle Senior Hs,331875,Falconer,Chautauqua,14733,55,<4,<4,<4,48,"Falconer, NY 14733
(42.12361798400008, -79.19301866099994)"
Fall 2017,Fillmore Central School,331900,Fillmore,Allegany,14735,19,<4,0,6,12,"Fillmore, NY 14735
(42.45996920500005, -78.09528778199996)"
Fall 2016,Fillmore Central School,331900,Fillmore,Allegany,14735,12,0,0,<4,10,"Fillmore, NY 14735
(42.45996920500005, -78.09528778199996)"
Fall 2015,Fillmore Central School,331900,Fillmore,Allegany,14735,18,0,<4,5,11,"Fillmore, NY 14735
(42.45996920500005, -78.09528778199996)"
Fall 2014,Fillmore Central School,331900,Fillmore,Allegany,14735,30,<4,<4,12,12,"Fillmore, NY 14735
(42.45996920500005, -78.09528778199996)"
Fall 2013,Fillmore Central School,331900,Fillmore,Allegany,14735,26,0,<4,7,17,"Fillmore, NY 14735
(42.45996920500005, -78.09528778199996)"
Fall 2012,Fillmore Central School,331900,Fillmore,Allegany,14735,23,0,<4,11,10,"Fillmore, NY 14735
(42.45996920500005, -78.09528778199996)"
Fall 2011,Fillmore Central School,331900,Fillmore,Allegany,14735,26,0,<4,12,11,"Fillmore, NY 14735
(42.45996920500005, -78.09528778199996)"
Fall 2010,Fillmore Central School,331900,Fillmore,Allegany,14735,20,0,<4,7,12,"Fillmore, NY 14735
(42.45996920500005, -78.09528778199996)"
Fall 2017,Franklinville Central School,331990,Franklinville,Cattaraugus,14737,28,<4,<4,7,16,"Franklinville, NY 14737
(42.33761819500006, -78.42804568299994)"
Fall 2016,Franklinville Central School,331990,Franklinville,Cattaraugus,14737,26,<4,<4,6,17,"Franklinville, NY 14737
(42.33761819500006, -78.42804568299994)"
Fall 2015,Franklinville Central School,331990,Franklinville,Cattaraugus,14737,31,<4,<4,5,23,"Franklinville, NY 14737
(42.33761819500006, -78.42804568299994)"
Fall 2014,Franklinville Central School,331990,Franklinville,Cattaraugus,14737,21,<4,4,<4,14,"Franklinville, NY 14737
(42.33761819500006, -78.42804568299994)"
Fall 2013,Franklinville Central School,331990,Franklinville,Cattaraugus,14737,25,0,<4,4,19,"Franklinville, NY 14737
(42.33761819500006, -78.42804568299994)"
Fall 2012,Franklinville Central School,331990,Franklinville,Cattaraugus,14737,24,0,<4,6,17,"Franklinville, NY 14737
(42.33761819500006, -78.42804568299994)"
Fall 2011,Franklinville Central School,331990,Franklinville,Cattaraugus,14737,20,0,0,4,16,"Franklinville, NY 14737
(42.33761819500006, -78.42804568299994)"
Fall 2010,Franklinville Central School,331990,Franklinville,Cattaraugus,14737,28,0,<4,<4,24,"Franklinville, NY 14737
(42.33761819500006, -78.42804568299994)"
Fall 2017,Frewsburg Central School,332010,Frewsburg,Chautauqua,14738,29,<4,4,<4,22,"Frewsburg 147380690, NY
(42.052661767000075, -79.16063704599998)"
Fall 2016,Frewsburg Central School,332010,Frewsburg,Chautauqua,14738,34,<4,<4,<4,28,"Frewsburg 147380690, NY
(42.052661767000075, -79.16063704599998)"
Fall 2015,Frewsburg Central School,332010,Frewsburg,Chautauqua,14738,39,0,<4,<4,36,"Frewsburg 147380690, NY
(42.052661767000075, -79.16063704599998)"
Fall 2014,Frewsburg Central School,332010,Frewsburg,Chautauqua,14738,28,0,<4,<4,25,"Frewsburg 147380690, NY
(42.052661767000075, -79.16063704599998)"
Fall 2013,Frewsburg Central School,332010,Frewsburg,Chautauqua,14738,37,0,<4,4,30,"Frewsburg 147380690, NY
(42.052661767000075, -79.16063704599998)"
Fall 2012,Frewsburg Central School,332010,Frewsburg,Chautauqua,14738,40,0,0,<4,39,"Frewsburg 147380690, NY
(42.052661767000075, -79.16063704599998)"
Fall 2011,Frewsburg Central School,332010,Frewsburg,Chautauqua,14738,39,<4,4,<4,33,"Frewsburg 147380690, NY
(42.052661767000075, -79.16063704599998)"
Fall 2010,Frewsburg Central School,332010,Frewsburg,Chautauqua,14738,50,<4,<4,4,44,"Frewsburg 147380690, NY
(42.052661767000075, -79.16063704599998)"
Fall 2017,Friendship Central School,332015,Friendship,Allegany,14739,9,0,0,5,4,"Friendship, NY 14739
(42.18809786500003, -78.14489905499994)"
Fall 2016,Friendship Central School,332015,Friendship,Allegany,14739,8,0,0,<4,6,"Friendship, NY 14739
(42.18809786500003, -78.14489905499994)"
Fall 2015,Friendship Central School,332015,Friendship,Allegany,14739,7,0,0,<4,6,"Friendship, NY 14739
(42.18809786500003, -78.14489905499994)"
Fall 2014,Friendship Central School,332015,Friendship,Allegany,14739,11,0,<4,<4,8,"Friendship, NY 14739
(42.18809786500003, -78.14489905499994)"
Fall 2013,Friendship Central School,332015,Friendship,Allegany,14739,12,0,<4,4,7,"Friendship, NY 14739
(42.18809786500003, -78.14489905499994)"
Fall 2012,Friendship Central School,332015,Friendship,Allegany,14739,17,0,0,<4,14,"Friendship, NY 14739
(42.18809786500003, -78.14489905499994)"
Fall 2011,Friendship Central School,332015,Friendship,Allegany,14739,13,0,0,<4,11,"Friendship, NY 14739
(42.18809786500003, -78.14489905499994)"
Fall 2010,Friendship Central School,332015,Friendship,Allegany,14739,14,0,<4,<4,10,"Friendship, NY 14739
(42.18809786500003, -78.14489905499994)"
Fall 2017,Hinsdale Central School,332400,Hinsdale,Cattaraugus,14743,14,0,<4,4,9,"Hinsdale 147430278, NY
(42.16217379200003, -78.39412845399994)"
Fall 2016,Hinsdale Central School,332400,Hinsdale,Cattaraugus,14743,12,0,0,0,12,"Hinsdale 147430278, NY
(42.16217379200003, -78.39412845399994)"
Fall 2015,Hinsdale Central School,332400,Hinsdale,Cattaraugus,14743,11,0,0,<4,9,"Hinsdale 147430278, NY
(42.16217379200003, -78.39412845399994)"
Fall 2014,Hinsdale Central School,332400,Hinsdale,Cattaraugus,14743,12,0,0,<4,11,"Hinsdale 147430278, NY
(42.16217379200003, -78.39412845399994)"
Fall 2013,Hinsdale Central School,332400,Hinsdale,Cattaraugus,14743,8,0,0,<4,6,"Hinsdale 147430278, NY
(42.16217379200003, -78.39412845399994)"
Fall 2012,Hinsdale Central School,332400,Hinsdale,Cattaraugus,14743,4,0,0,0,4,"Hinsdale 147430278, NY
(42.16217379200003, -78.39412845399994)"
Fall 2011,Hinsdale Central School,332400,Hinsdale,Cattaraugus,14743,17,0,<4,<4,14,"Hinsdale 147430278, NY
(42.16217379200003, -78.39412845399994)"
Fall 2010,Hinsdale Central School,332400,Hinsdale,Cattaraugus,14743,9,<4,0,<4,6,"Hinsdale 147430278, NY
(42.16217379200003, -78.39412845399994)"
Fall 2017,Houghton Academy,332470,Houghton,Allegany,14744,<4,0,0,0,<4,"Houghton 147449990, NY
(42.425624165000045, -78.15230662699997)"
Fall 2016,Houghton Academy,332470,Houghton,Allegany,14744,6,<4,0,<4,<4,"Houghton 147449990, NY
(42.425624165000045, -78.15230662699997)"
Fall 2015,Houghton Academy,332470,Houghton,Allegany,14744,5,<4,0,<4,<4,"Houghton 147449990, NY
(42.425624165000045, -78.15230662699997)"
Fall 2014,Houghton Academy,332470,Houghton,Allegany,14744,6,0,0,<4,<4,"Houghton 147449990, NY
(42.425624165000045, -78.15230662699997)"
Fall 2013,Houghton Academy,332470,Houghton,Allegany,14744,6,0,<4,<4,4,"Houghton 147449990, NY
(42.425624165000045, -78.15230662699997)"
Fall 2012,Houghton Academy,332470,Houghton,Allegany,14744,4,0,0,<4,<4,"Houghton 147449990, NY
(42.425624165000045, -78.15230662699997)"
Fall 2011,Houghton Academy,332470,Houghton,Allegany,14744,4,4,0,0,0,"Houghton 147449990, NY
(42.425624165000045, -78.15230662699997)"
Fall 2010,Houghton Academy,332470,Houghton,Allegany,14744,4,<4,0,0,<4,"Houghton 147449990, NY
(42.425624165000045, -78.15230662699997)"
Fall 2017,Chautauqua Lake Central School,331335,Mayville,Chautauqua,14757,4,0,0,0,4,"Mayville, NY 14757
(42.258484, -79.508999)"
Fall 2015,Chautauqua Lake Central School,331335,Mayville,Chautauqua,14757,<4,0,<4,0,<4,"Mayville, NY 14757
(42.258484, -79.508999)"
Fall 2013,Chautauqua Lake Central School,331335,Mayville,Chautauqua,14757,<4,0,0,<4,<4,"Mayville, NY 14757
(42.258484, -79.508999)"
Fall 2012,Chautauqua Lake Central School,331335,Mayville,Chautauqua,14757,<4,0,0,<4,<4,"Mayville, NY 14757
(42.258484, -79.508999)"
Fall 2011,Chautauqua Lake Central School,331335,Mayville,Chautauqua,14757,4,0,<4,<4,<4,"Mayville, NY 14757
(42.258484, -79.508999)"
